n,1 feature(s),2 feature(s),3 feature(s)
2,0.25252326897815264,0.11527987589878319,0.21484024993086284
4,0.2058627139820772,0.06423902985799379,0.11903372192382812
8,0.18048151506696428,0.039639675658754356,0.06424548834371668
16,0.16990053923233694,0.02624436366705247,0.03655217892278439
32,0.16467570788754618,0.01986899661578341,0.02357103458788029
64,0.1618728349793632,0.01666522159754673,0.017541148361650487
128,0.1601753033027447,0.014867859309986131,0.014296546076509872
256,0.15952912703804348,0.013868556512850468,0.012711749690594059
512,0.15922872281647807,0.013284213021491782,0.011991954985119048
1024,0.15910045695754718,0.013042534722222223,0.011534926470588236
