n,1 feature(s),2 feature(s),3 feature(s)
2,0.0,0.0,0.0
4,0.117671875,0.0035625,0.0008125
8,0.13879464285714285,0.006339285714285714,0.002176339285714286
16,0.1494609375,0.0079375,0.0043515625
32,0.15327566964285713,0.009425223214285714,0.006322544642857143
64,0.15627734375,0.01015625,0.00787890625
128,0.15670479910714286,0.0112109375,0.008939732142857143
256,0.157646484375,0.0115703125,0.00960546875
512,0.15793247767857144,0.011908482142857143,0.009990234375
1024,0.1588896484375,0.0122724609375,0.0103896484375
