n,1 feature(s),2 feature(s),3 feature(s)
2,0.1887175701440533,0.10500524415345469,0.18085954241947147
4,0.1851105228959817,0.0629928303176035,0.11447449416106256
8,0.17752745425714006,0.0395148446656325,0.06411404611691
16,0.16957500755274,0.02647242882852785,0.03667910131508352
32,0.16429187123154837,0.01981579593851448,0.023662023832792273
64,0.16168300687434536,0.01678405440333376,0.01762665011802588
128,0.1601882957705054,0.01489735709160319,0.0144735296874621
256,0.1593914538138358,0.013878266207036697,0.012813443082576158
512,0.1590005857822229,0.013354777945198931,0.012024341289483084
1024,0.1588415714682556,0.013033798059791038,0.011533134586834033
