n,1 feature(s),2 feature(s),3 feature(s)
2,13899,15255,22600
4,12640,14880,15200
8,8456,7896,7672
16,4680,4720,5440
32,3360,3248,2884
64,2140,2880,2140
128,1428,1596,1414
256,1010,1030,1040
512,714,707,707
1024,505,530,520
