n,1 feature(s),2 feature(s),3 feature(s)
2,0.0,0.0,0.0
4,0.1206875,0.025671875,0.0085
8,0.14231026785714285,0.041238839285714285,0.019207589285714286
16,0.1493984375,0.0508671875,0.0305078125
32,0.15314174107142858,0.058331473214285716,0.039637276785714284
64,0.1553671875,0.06286328125,0.04609765625
128,0.15683872767857143,0.06546037946428572,0.0501171875
256,0.15805859375,0.066232421875,0.05204296875
512,0.15826590401785715,0.067275390625,0.05343889508928571
1024,0.15837890625,0.067447265625,0.054005859375
