n,1 feature(s),2 feature(s),3 feature(s)
2,0.18797999773774246,0.1443924352449243,0.12772529489368392
4,0.18513929285800615,0.12973039329419325,0.11729573979256343
8,0.17778392968585044,0.10981465542532126,0.10269683084637929
16,0.16976523727163303,0.09174531736633913,0.08578747311261262
32,0.16438501562830732,0.08109257157267714,0.07235121211508691
64,0.1617375413736008,0.07500592269056572,0.06479481191064418
128,0.16031593881718162,0.07165608089336035,0.060165594347096264
256,0.15943682184779384,0.06982156790990762,0.0574728376596652
512,0.1590286069676755,0.06893924523628658,0.05623962000576862
1024,0.15882887669929055,0.06846148186723668,0.055476456781770545
