n,1 feature(s),2 feature(s)
2,0.2525774768390487,0.22250082100387167
4,0.20596450805664063,0.18789832271746734
8,0.1798418430760088,0.1674802351971062
16,0.1697672172214674,0.15337568359375
32,0.16466354111493645,0.14432662623894169
64,0.1616753472222222,0.1388393433626033
128,0.15980583252611186,0.13541919400232919
256,0.15915809044471155,0.1332958984375
512,0.15881266167389854,0.13232832195378152
1024,0.15838694852941176,0.13181698927238805
