n,1 feature(s),2 feature(s),3 feature(s)
2,0.18804089987720127,0.14401105448171234,0.11982660669411577
4,0.18544837077015477,0.1299373571495118,0.10750055346854336
8,0.17743801027025333,0.10978226723024305,0.09283904776644877
16,0.16954992377522463,0.09191085187771778,0.07555121181314797
32,0.16460748724763616,0.0808183416327397,0.0625840078715911
64,0.16154752416701668,0.07478705546913625,0.05537566468895936
128,0.16022849959072966,0.07159897441873088,0.05111042652992247
256,0.15942576820485554,0.06980244537520185,0.04870191514563476
512,0.1590474641823296,0.06891767071382512,0.0473487943134374
1024,0.15885046103497494,0.0684592062599649,0.04659643493350784
