n,1 feature(s),2 feature(s),3 feature(s)
2,0.2524093870990044,0.16381513687987476,0.13133278934146606
4,0.20590626971321815,0.13512051391601562,0.11043383981299212
8,0.17998770496078104,0.1105299119825487,0.09260262625558036
16,0.16983275286919247,0.09177133660567434,0.0755856292416351
32,0.16474544157411442,0.08093473589786382,0.0627969656298879
64,0.16170731124344406,0.07497629018930288,0.05537109375
128,0.1602042493590877,0.07172680132036925,0.05112212558962264
256,0.159496292794586,0.06980302918632075,0.0484634264380531
512,0.15918449815270935,0.0690458751860119,0.04726382934052334
1024,0.15897727272727272,0.06840865108944955,0.04670889310747663
