n,1 feature(s),2 feature(s),3 feature(s)
2,0.1887220879204847,0.0961811505395629,0.17826979205811852
4,0.18502733264944202,0.04580255391721312,0.10193418545660109
8,0.1776427809913876,0.02412576001563288,0.04791483326766996
16,0.1694910313970258,0.014046765050565943,0.022982331727974606
32,0.16433287400551674,0.009484404493614587,0.012852161938771424
64,0.16172173181346877,0.00740989428844667,0.008657899603417696
128,0.16022094373729465,0.0063535809251704985,0.006593399600894023
256,0.15940558561429963,0.005710586423979553,0.005537878210227914
512,0.15900101537073597,0.00540656567685119,0.005058040079656332
1024,0.1588413867202522,0.00518789752281015,0.004701963492973668
