n,1 feature(s),2 feature(s),3 feature(s)
2,0.0,0.0,0.0
4,0.118328125,0.00134375,0.00028125
8,0.1392857142857143,0.002421875,0.0007366071428571429
16,0.149890625,0.0029296875,0.0015625
32,0.153515625,0.0033761160714285716,0.002232142857142857
64,0.15645703125,0.0038125,0.0027109375
128,0.15696149553571428,0.0041043526785714286,0.003194754464285714
256,0.157701171875,0.004302734375,0.00347265625
512,0.15795340401785715,0.004415457589285714,0.003638392857142857
1024,0.1587177734375,0.0045810546875,0.0038740234375
