n,1 feature(s),2 feature(s),3 feature(s)
2,0.18802372773395074,0.15040462769631022,0.1774110354324331
4,0.184869349283045,0.13933750927100672,0.12591245709612603
8,0.1778075829946833,0.12039400250887065,0.088620484244028
16,0.16957253113435097,0.10262099227219106,0.06351670866361414
32,0.16467177623230358,0.09166499405734187,0.04860590365529225
64,0.16163612029918745,0.08559282207684285,0.04033484195391352
128,0.16026887076614849,0.08228900827155824,0.035911390850039686
256,0.15941918572282915,0.0804467378966135,0.0337025566165958
512,0.15902211526173402,0.079602942866193,0.03247800124260337
1024,0.1588267627348253,0.07911981847828292,0.03181022964701279
