n,1 feature(s),2 feature(s)
2,0.18609421824575292,0.27745017272735717
4,0.18504995897864554,0.24464848477428483
8,0.181436102351632,0.2060196016709096
16,0.17074462816790126,0.1779592315459412
32,0.16559427464551177,0.15741525039431856
