n,1 feature(s),2 feature(s)
2,0.2506002552092197,0.4241737799759008
4,0.20674425559069115,0.3010367431640625
8,0.1800160142883875,0.21600364945480405
16,0.1693263534672004,0.17380336610610875
32,0.16456516810825894,0.15455441993436833
64,0.16150275077528625,0.14582669442160087
128,0.1599441143644958,0.1410948738219246
256,0.15902777777777777,0.13920717592592594
512,0.1587158203125,0.13818128781729633
1024,0.1583740234375,0.13759994506835938
