n,1 feature(s),2 feature(s),3 feature(s)
2,15707,22600,19323
4,9840,16000,16000
8,8064,6832,6272
16,4160,5800,5360
32,3192,4928,3724
64,2280,2480,2400
128,1540,1736,2030
256,1020,1090,1070
512,707,735,714
1024,505,505,545
