n,1 feature(s),2 feature(s),3 feature(s)
2,15707,22600,16385
4,9840,16000,16000
8,8064,6832,6776
16,4160,5800,5800
32,3192,4928,2996
64,2280,2480,2340
128,1540,1736,1806
256,1020,1090,1250
512,707,735,763
1024,505,505,535
