n,1 feature(s),2 feature(s),3 feature(s)
2,13221,22035,13899
4,9040,16000,9040
8,6776,6160,6832
16,4240,6360,5160
32,3332,4256,4620
64,2720,2080,2020
128,1442,1526,1428
256,1050,1110,1090
512,742,735,714
1024,510,510,505
