n,1 feature(s),2 feature(s),3 feature(s)
2,0.25115666095339123,0.16241136363220127,0.1604428249122822
4,0.20651290893554688,0.13446113832535284,0.13933397518691196
8,0.18030439104352677,0.10915701729910714,0.1175173078264509
16,0.16958448906906512,0.09088615648674242,0.09823442976051402
32,0.16439546857561385,0.08035064032233656,0.08492259818966649
64,0.16133753225344036,0.07474531693892046,0.07718266282126168
128,0.1603157371489251,0.07142105478371305,0.0724984379769536
256,0.15935226323950383,0.06962522110849056,0.06966657366071428
512,0.15908485277889245,0.06844522664835165,0.06814450633769133
1024,0.15871628095518867,0.06807338169642857,0.06750524720149254
