n,time (min)
0,2.332690187295278
1,1.72918195327123
2,1.2714285254478455
3,0.9303955594698589
4,0.6784809986750285
5,0.5048744479815166
6,0.4439905762672424
7,0.510537850856781
8,0.8388206998507182
9,1.9242187658945722
