n,1 feature(s),2 feature(s),3 feature(s)
2,18532,20001,15029
4,9440,10720,12480
8,5768,10080,7224
16,5800,4080,4120
32,3500,4312,2884
64,2720,2040,2020
128,1456,1442,1442
256,1030,1020,1010
512,721,861,707
1024,505,510,505
