n,1 feature(s),2 feature(s),3 feature(s)
2,0.25304938122234516,0.1728388461994311,0.21960265573147125
4,0.206424072265625,0.1462234898617393,0.14996917724609374
8,0.18049569266183035,0.12070149817608461,0.10803120076155462
16,0.1699513478322072,0.10273218694722877,0.0801097160607726
32,0.1649216126755189,0.09175247247336435,0.06421938635651629
64,0.1618768100080819,0.08561871638063524,0.05498942057291667
128,0.1603740741680195,0.08239946714996839,0.05003709669237013
256,0.15941180889423076,0.08048105021469466,0.04750837053571429
512,0.15907121930803572,0.07957821800595238,0.046391553217821783
1024,0.15856461063508065,0.07904134114583333,0.045513881532485874
