n,1 feature(s),2 feature(s),3 feature(s)
2,12543,22600,22600
4,9360,16000,16000
8,8960,6048,9072
16,4280,4920,8000
32,2856,4424,3192
64,2120,2480,2260
128,1540,1442,1456
256,1020,1100,1010
512,707,714,826
1024,505,505,515
