n,time (min)
0,0.0483908873796463
1,0.03789531992541419
2,0.024067105054855348
3,0.017732294532987806
4,0.012300087147288852
5,0.010114792784055074
6,0.008492816156811184
7,0.009780821667777167
8,0.016049433218108283
9,0.03407218621836768
