n,1 feature(s),2 feature(s),3 feature(s)
2,0.18804224790980562,0.15012720208134958,0.18444208545214685
4,0.18511758317571925,0.13917812701506646,0.1429022243444918
8,0.17777972996463395,0.12005400030324487,0.10722266620763204
16,0.16976418990863074,0.10246095854108438,0.08017541384835902
32,0.16466196239134795,0.09163289126253117,0.0642265284091415
64,0.16171048573489594,0.08545151841010287,0.05490726098102743
128,0.16025729695792837,0.0822673207102871,0.050168741164141356
256,0.15940276078711627,0.08048687478785607,0.04749421714359807
512,0.15901394564126298,0.07957531153512726,0.04629057670923105
1024,0.15882711372000116,0.07911521499646777,0.04552799859267009
