n,1 feature(s),2 feature(s),3 feature(s)
2,15707,22600,14238
4,9840,16000,14400
8,8064,6832,6888
16,4160,5800,6240
32,3192,4928,3192
64,2280,2480,2420
128,1540,1736,1414
256,1020,1090,1070
512,707,735,728
1024,505,505,515
