n,1 feature(s),2 feature(s),3 feature(s)
2,0.2527046460176991,0.17158133232234393,0.2584245142362447
4,0.20564212036132812,0.14539443969726562,0.1992948532104492
8,0.18026185204318423,0.11995378120866403,0.1532708385003307
16,0.17005228476949258,0.10206291003104968,0.1194092439350329
32,0.16438494988207547,0.09163432789973788,0.10054309262430726
64,0.1616967062348301,0.08528904424649533,0.08908329716435186
128,0.1602411179315476,0.0821440881039916,0.08378239033385093
256,0.15946649347694175,0.08035316467285156,0.08088178790983606
512,0.1589406260835645,0.07939555589184827,0.07927431888351134
1024,0.15862826010338346,0.07903733811936937,0.07875752580275229
