n,time (min)
0,0.036336358388264975
1,0.026335989038149515
2,0.01627319614092509
3,0.012566009494993422
4,0.009552880790498522
5,0.007221504383616977
6,0.006723650164074368
7,0.008102745016415914
8,0.012578177120950487
9,0.02918618937333425
