n,1 feature(s),2 feature(s)
2,0.1881716170070155,0.28219677528034204
4,0.18518335233392863,0.26040103289881267
8,0.1776589079882608,0.22517020031031917
16,0.169747231475768,0.19451499150051962
32,0.1644114509972714,0.17553018515768548
64,0.1618326442382075,0.16693109506142167
128,0.16011801713166157,0.1624732688908571
256,0.15936362440751994,0.1602954720922077
512,0.1590164549433514,0.15929606160361684
1024,0.15885185129424148,0.15887400056644638
2048,0.15874825177431703,0.15861009103167803
