n,1 feature(s),2 feature(s)
2,0.25228146173257743,0.23012120609789824
4,0.20558368035082547,0.19322256469726562
8,0.17987983434673585,0.17162515219155844
16,0.1697895848473837,0.1592804530881486
32,0.16464245181286197,0.15085026618710898
64,0.16181297302246095,0.14608674225983798
128,0.1599951117801772,0.14269533537031617
256,0.15912907732664233,0.14060449964217558
512,0.15864858667786422,0.1394969706632653
1024,0.15843362247242648,0.1391426518278302
