n,1 feature(s),2 feature(s)
2,0.18797338401758343,0.17902499799546798
4,0.18530182781337842,0.17887152487974076
8,0.1777726708800832,0.16976159266153867
16,0.16960277013207567,0.15879750300524148
32,0.16447030800593374,0.15070499162638532
64,0.161856329266576,0.14602307717559898
128,0.16016361544242094,0.14277420827368612
256,0.15947359941528852,0.14091891503118828
512,0.15903606421019056,0.13995899957133376
1024,0.15885461378650087,0.1395512580100779
