n,1 feature(s),2 feature(s)
2,0.25293331720132745,0.37779912747197186
4,0.2054382991269638,0.2857462158203125
8,0.17997310182443513,0.21849886747704683
16,0.16983930694390528,0.18066530089447463
32,0.16446662671638257,0.16264979138716693
64,0.1617548828125,0.1542240466101695
128,0.16025390625,0.14987662422685555
256,0.15971725321261682,0.14758644641285212
512,0.15919176038804944,0.14648565489842727
1024,0.15873565673828124,0.1460105613425926
