n,time (min)
0,3.1808574000994367
1,2.4986342231432594
2,1.6242289702097574
3,1.1706515272458395
4,0.9281408111254374
5,0.6459676067034403
6,0.5690070629119873
7,0.652005136013031
8,0.9526724179585776
9,2.0439453959465026
