n,time (min)
0,0.04728666709529029
1,0.03689904438124763
2,0.025803998510042826
3,0.018552586767408584
4,0.012120300001568265
5,0.011135900219281514
6,0.010715342362721762
7,0.013121778898768954
8,0.02192283742957645
9,0.04822342322932349
