n,1 feature(s),2 feature(s)
2,0.0,0.0
4,0.117265625,0.01990625
8,0.14042410714285714,0.031964285714285716
16,0.148953125,0.0411484375
32,0.15378348214285714,0.048063616071428575
64,0.15673828125,0.0515859375
128,0.1580078125,0.05447265625
256,0.1584921875,0.05542578125
512,0.15842215401785714,0.05561104910714286
1024,0.158498046875,0.0562353515625
