n,1 feature(s),2 feature(s)
2,0.2519635563403104,0.11384198750320636
4,0.20469201729122527,0.06340102292178722
8,0.18074528973801693,0.03981607427041997
16,0.16976041393119748,0.026523844401041666
32,0.16461410343786592,0.019964798167874824
64,0.16190924612032312,0.01657956567141089
128,0.16031588040865385,0.01473646099064626
256,0.15953102972274436,0.013801643440315316
512,0.15896006453323905,0.013400995163690477
1024,0.15887586805555556,0.012990920608108109
