n,1 feature(s),2 feature(s),3 feature(s)
2,0.1887500180260633,0.14959994643457675,0.21330302038923632
4,0.18518555972391101,0.13857326781020873,0.18172122731541251
8,0.17794334797071784,0.12037612410211414,0.13620247052680956
16,0.16958337118825698,0.10200471325064943,0.09841967112332342
32,0.1642619025253074,0.09141141262440232,0.07871118122184687
64,0.16156706414566946,0.08548980989876707,0.06765354058732523
128,0.1602130942480946,0.08236870429435988,0.06265076563499491
256,0.1593903095723517,0.08044782446481213,0.05964126749278897
512,0.15900453365218042,0.07956324181464462,0.05831494664050848
1024,0.15882209121135318,0.0791196520969155,0.05762393352471514
