n,time (min)
0,0.04648212406370375
1,0.038423203958405386
2,0.02286652637852563
3,0.017276625368330214
4,0.012466207014189826
5,0.010946734415160284
6,0.008502153356870016
7,0.010204437772432963
8,0.01587920374340481
9,0.0328867240746816
