n,1 feature(s),2 feature(s),3 feature(s)
2,15707,22600,22600
4,9840,16000,16000
8,8064,6832,11200
16,4160,5800,5160
32,3192,4928,4088
64,2280,2480,2220
128,1540,1736,2184
256,1020,1090,1020
512,707,735,714
1024,505,505,530
