n,1 feature(s),2 feature(s),3 feature(s)
2,0.2533963402776135,0.16380120471515486,0.06607220960428042
4,0.2069370814732143,0.13522308651763615,0.021005085952409353
8,0.18120596749441964,0.1100569481341172,0.007624992550494106
16,0.16986654312884222,0.09124764705049819,0.0033944266183035714
32,0.16463653312241736,0.08082401432107496,0.0017453853697122052
64,0.16163293639225745,0.07482663775802752,0.001076152537128713
128,0.1602886744907924,0.07137540904559639,0.0006684802827380952
256,0.15936920683262712,0.06964064378004808,0.00047572544642857144
512,0.15901038054785022,0.06880763319672131,0.00038123231966053747
1024,0.15874348958333334,0.06835664335664336,0.0003102022058823529
