n,1 feature(s),2 feature(s)
2,0.249749755859375,0.1123583984375
4,0.20868094308035715,0.06526925223214286
8,0.1913916015625,0.0370263671875
16,0.17075544084821428,0.02607421875
32,0.1651953125,0.0195458984375
