n,time (min)
0,0.03856573416127099
1,0.02810130841202206
2,0.018718415498733522
3,0.013892718818452623
4,0.010877644022305807
5,0.009335354434119331
6,0.009510871569315592
7,0.01277871999475691
8,0.02432490759425693
9,0.056091397404670715
