n,1 feature(s),2 feature(s)
2,0.18830670646131933,0.29627341387462564
4,0.1849464025460223,0.26681144346687563
8,0.17763920935321606,0.22537730214098098
16,0.16984318448449892,0.19270149284317678
32,0.16437889946976858,0.17343046435061876
64,0.16175839175911327,0.1647225221665356
128,0.16018637354005807,0.16035243677576017
256,0.15937103056076285,0.15812677153911278
512,0.15899156496449945,0.15717474896811795
1024,0.15884928340657276,0.15674886796184956
