n,1 feature(s),2 feature(s),3 feature(s)
2,2.2123893805309735e-05,0.0,0.0
4,0.11934375,0.02496875,0.0006875
8,0.14146205357142858,0.04077008928571429,0.0013950892857142857
16,0.1495625,0.0515625,0.003125
32,0.15340401785714286,0.05844308035714286,0.004090401785714286
64,0.15609375,0.06296875,0.0054765625
128,0.1573828125,0.06501395089285714,0.006372767857142857
256,0.157794921875,0.06622265625,0.007072265625
512,0.15830217633928573,0.06720703125,0.007533482142857143
1024,0.1585,0.0673798828125,0.0080078125
