n,time (min)
0,0.04418251699871487
1,0.03437145577536689
2,0.02495030727651384
3,0.015819602211316428
4,0.012830622659789192
5,0.009465401106410556
6,0.008014485504892137
7,0.009238335622681513
8,0.013182321654425727
9,0.02726794527636634
