n,1 feature(s),2 feature(s),3 feature(s)
2,0.18797438226408267,0.14450867020844282,0.08249770162299393
4,0.18489413550017894,0.1299378463541977,0.05269915388432414
8,0.17799615706789745,0.10974860269733354,0.036065129733905424
16,0.16952927545012586,0.091598322551039,0.025327932489752736
32,0.16448581686666855,0.0807294463080559,0.018050002141678064
64,0.16166074393883836,0.07496329629213389,0.013846982128684985
128,0.16024307582374678,0.07170065102253716,0.011582823567702894
256,0.15942238097770045,0.06984784207370931,0.010187510821420944
512,0.15902072919563864,0.0689196726388127,0.009503973705968984
1024,0.15882890203896977,0.06847897419516807,0.009030267633595313
