n,1 feature(s),2 feature(s)
2,0.25127477916185714,0.1433544777839233
4,0.2047044677734375,0.10999372030041882
8,0.18020675960456592,0.08481862879361894
16,0.16979923954716436,0.06705745281559405
32,0.16449523081977246,0.057029210010950133
64,0.16194893973214286,0.051561289385330576
128,0.16048183170110322,0.048596311672567734
256,0.15946733833539603,0.046968296595982145
512,0.1591635044642857,0.046109569316007654
1024,0.15896520882009346,0.04554257150423729
