n,time (min)
0,0.03895523508389791
1,0.030225872529877556
2,0.02023980842696296
3,0.015282188190354241
4,0.010316045946545071
5,0.008099008003870646
6,0.00729500585132175
7,0.008762349883715312
8,0.015503379768795436
9,0.03491485244697995
