n,1 feature(s),2 feature(s),3 feature(s)
2,0.18892808595647365,0.15000978646095028,0.21120287574683116
4,0.1852079024949344,0.13922571192784342,0.18545563709685414
8,0.17784100316699625,0.11947167266786188,0.14804873557489423
16,0.16950854725550024,0.10216057387686497,0.11396573126622897
32,0.16423197935642106,0.09158147937501782,0.09465671559248953
64,0.16161393943103664,0.08541996797059409,0.08325164081652017
128,0.16019305571753703,0.08227533287372443,0.07802506153799868
256,0.15940177590153473,0.08043346074578894,0.07496708680055142
512,0.15901437231845938,0.07955484699217319,0.07350475929058427
1024,0.15882439067574203,0.07913426441507417,0.0728581065164774
