n,1 feature(s),2 feature(s),3 feature(s)
2,0.25137629400013206,0.17155783324115045,0.2653081213126844
4,0.20584381103515625,0.1456741027832031,0.20032888793945314
8,0.18029921041570038,0.1202472968908308,0.14961814675500135
16,0.16970479329427082,0.10197313096788195,0.11422410813053098
32,0.1644372981348079,0.09149975293075245,0.09450625883221994
64,0.1615466968433277,0.08530229048295454,0.08314683702256945
128,0.1601683704565603,0.08203811559687851,0.07786891069361772
256,0.1593355105874317,0.08036264978853383,0.0751220703125
512,0.15888441617545077,0.07930565889550265,0.07350080099003888
1024,0.1587543194110577,0.07890256485849056,0.07288654384328358
