n,1 feature(s),2 feature(s),3 feature(s)
2,0.18873065272334583,0.14961597175956023,0.27837207321986074
4,0.18545004789052735,0.13931926988120763,0.2209722814010925
8,0.17780947626948324,0.11961035043555324,0.16329572808564652
16,0.16997694756117027,0.1018229187078666,0.12078019194520256
32,0.1647180123040736,0.0915285032009757,0.09875944567450809
64,0.16159259168811138,0.0853413040783012,0.08790498607800776
128,0.16015309905326375,0.08230571695728817,0.08240069983253744
256,0.15938943072063108,0.08050528234249497,0.07953354453872387
512,0.15902019499002285,0.07962279696976074,0.07807204364105373
1024,0.15880858692589542,0.07914406312225979,0.07735350378242853
