n,1 feature(s),2 feature(s),3 feature(s)
2,15707,22600,22148
4,9840,16000,13760
8,8064,6832,6944
16,4160,5800,5920
32,3192,4928,3304
64,2280,2480,2220
128,1540,1736,1540
256,1020,1090,1060
512,707,735,714
1024,505,505,505
