n,1 feature(s),2 feature(s)
2,0.18826043611058757,0.2762565904407092
4,0.1848203504839699,0.20675599042697637
8,0.17717759366892552,0.14021663596346778
16,0.16969963892326617,0.1038860679673118
32,0.16426965080181885,0.08711572328190523
64,0.16173091902595893,0.07965886454124431
128,0.1602666571464927,0.07577741123213555
256,0.1593895867033966,0.07407522977046227
512,0.1590355959557967,0.07317077581595632
1024,0.15885643363894433,0.07274375735864644
