n,1 feature(s),2 feature(s),3 feature(s)
2,0.18826285973292264,0.15036769433651642,0.2159072620658495
4,0.18511283487450678,0.139064796787391,0.13368518247220246
8,0.17804599168881516,0.1201171803854248,0.04488829515629629
16,0.16972474372449645,0.10224747815486154,0.005040113191752523
32,0.16441144116325387,0.091980580783478,0.0002218743283731024
64,0.16166650733274845,0.08560150012199293,2.7946380321557615e-06
128,0.1601872652604672,0.0823263077886591,3.099263734451105e-07
256,0.15940004026340582,0.08042983800410693,1.2300799344622688e-08
512,0.15899741019919245,0.07958012927285586,2.1868804497127106e-09
1024,0.1588195940544807,0.07911098962407836,7.110094183382706e-10
