n,1 feature(s),2 feature(s),3 feature(s)
2,19323,20792,21018
4,9200,8080,11120
8,6776,5880,11200
16,5800,4720,4760
32,3472,2912,2828
64,2160,2060,2020
128,1456,1414,1414
256,1050,1080,1010
512,714,728,707
1024,505,510,505
