n,time (min)
0,0.034660145574145845
1,0.027750418848461574
2,0.017528692682584127
3,0.013476587798860337
4,0.009517974721060859
5,0.007333262032932705
6,0.006071274280548096
7,0.007038940191268921
8,0.011021799312697516
9,0.024410361647605894
