n,1 feature(s),2 feature(s)
2,0.0,0.0
4,0.117109375,0.024703125
8,0.14035714285714285,0.039162946428571425
16,0.1487578125,0.0496171875
32,0.15404575892857142,0.05807477678571429
64,0.15692578125,0.06183203125
128,0.15806919642857142,0.06537109375
256,0.158537109375,0.066376953125
512,0.15847935267857144,0.06658900669642857
1024,0.1584580078125,0.0673720703125
