n,time (min)
0,0.05942352215449015
1,0.04117257992426554
2,0.030867687861124673
3,0.022489877541859944
4,0.01830099821090698
5,0.018134963512420655
6,0.022341124216715497
7,0.032662336031595865
8,0.06499299605687459
9,0.1800187627474467
10,0.6145733952522278
11,2.3147804578145346
12,10.208016610145568
