n,1 feature(s),2 feature(s),3 feature(s)
2,0.1877746041280677,0.14403996104700878,0.09236122564570441
4,0.18553958742393847,0.12968499900761646,0.06856897918961308
8,0.17756391674742272,0.10943447265826146,0.0515699689462217
16,0.16970733647792755,0.09120483576358675,0.03851252278888486
32,0.16453773620331477,0.08052451812624387,0.029395349896977674
64,0.1614933484322656,0.074752848548315,0.023951038892717724
128,0.16012636133624425,0.07159606543223149,0.020841036934311427
256,0.15941153045562845,0.0697743847424619,0.01892655238131493
512,0.15905772440606125,0.06890542343593764,0.01794091634486546
1024,0.15884893654981092,0.06847884729062678,0.017408853130485697
