n,1 feature(s),2 feature(s),3 feature(s)
2,0.18816406372124417,0.1734700046477583,0.20708804793402957
4,0.18516705933579933,0.17143114132892767,0.19122946378152117
8,0.17748175061845523,0.15992326361930256,0.1691131404168182
16,0.16957572330894505,0.14589858501141179,0.14273738744342274
32,0.16457629787800118,0.13652566053606405,0.12525404567160225
64,0.1615683001832861,0.13083905594061113,0.11521978119889226
128,0.16022323647934847,0.1278251593138959,0.11004092461785767
256,0.15942273067199716,0.1259634170076804,0.10701041638584258
512,0.159049271061394,0.12500071035873853,0.10557440996003019
1024,0.1588515674221234,0.12458637634515428,0.10488717411932756
