n,time (min)
0,0.04483793490462833
1,0.03787289599577586
2,0.0258375299639172
3,0.018670110040240818
4,0.016601651973194548
5,0.010525973108079699
6,0.00937424659729004
7,0.01315360943476359
8,0.018504937291145326
9,0.04407505538728502
