n,1 feature(s),2 feature(s),3 feature(s)
2,0.2524573555763904,0.2134460707543767,0.25609734879563967
4,0.206025383042993,0.18435152493990384,0.20911222515684186
8,0.18004523609604473,0.16126204125675153,0.1719242616273204
16,0.16980566951815643,0.1463661411830357,0.1431792492002953
32,0.1647999043367347,0.13691374543425325,0.12560080184417516
64,0.1617893995436947,0.13093653265035377,0.1152721215647163
128,0.16023739999557993,0.127857461420838,0.11018304676449787
256,0.15940755208333332,0.1260868617466518,0.10712619357638889
512,0.15910211572506158,0.12520442892503536,0.10576691614145659
1024,0.15893377130681818,0.12504650297619047,0.1049956775102459
