n,1 feature(s),2 feature(s),3 feature(s)
2,0.0,0.0,0.0
4,0.12040625,0.054125,0.0186875
8,0.14089285714285715,0.08058035714285715,0.041607142857142856
16,0.1481328125,0.0994375,0.065625
32,0.15215401785714286,0.10971540178571429,0.08141741071428571
64,0.15607421875,0.11683984375,0.09270703125
128,0.1573158482142857,0.12010881696428571,0.09815569196428571
256,0.158103515625,0.12201171875,0.101453125
512,0.15820465806514913,0.12290178571428571,0.10246512276785714
1024,0.1582763671875,0.12375390625,0.10343359375
