n,time (min)
0,0.046812261011865405
1,0.03714043014579349
2,0.02542536285188463
3,0.018690255482991535
4,0.01378276116318173
5,0.011490190890100267
6,0.011086500353283353
7,0.013950608505143059
8,0.02318879332807329
9,0.050991681350602044
