n,time (min)
0,0.04843620624807146
1,0.037338723606533473
2,0.026482335527737936
3,0.01999758932325575
4,0.014713883466190762
5,0.01265935977300008
6,0.012864146033922831
7,0.016840169827143352
8,0.02849628428618113
9,0.060746854212548995
10,0.2079449643029107
